created_at,tweet_text,retweet_count,author,hashtags
Sun Feb 16 14:27:00 +0000 2020,"RT @flavourIE: READ my article on @echolivecork asking Where is the food system failing us in Cork?
It’s in response to the launch of the C…",3,urrubandon,
Sun Feb 16 14:26:56 +0000 2020,"RT @ENCODE_NIH: In this Friday Find, Liu et al. demonstrate that the messenger RNA modification, N6-methyladensine (m6A), regulates transcr…",8,FlorianBrnrd,
Sun Feb 16 14:26:36 +0000 2020,"RT @taraghuveer: Turns out @BernieSanders has a plan to end utility shut offs, tucked into his disability rights platform. An underrated Be…",4395,delia_frey,
Sun Feb 16 14:26:14 +0000 2020,RT @WinnebagoAERVs: Looking for accessibility enhanced RV? Get the 2020 Winnebago Intent 30R-AE at @StoltzfusRVsWC today! Featuring a clean…,0,RVPressReleases,
Sun Feb 16 14:26:03 +0000 2020,"RT @oldagepsych: “this kind of scrutiny and speculation is a lot to take on for one person”. Whether it’s celebrities, politicians or child…",1,rnegi71,
Sun Feb 16 14:25:44 +0000 2020,"@argentulric disappear all together. Websites are *bad* at accessibility, and sometimes if you want to access a pop… https://t.co/UBspA9rOqq",0,notavodkashot,
Sun Feb 16 14:25:29 +0000 2020,"@Prissi_coffee @andski78 @boodleoops Yes, ultimately disabled people need their own toilet. It's not just about acc… https://t.co/mmJNuTNL8a",0,anoukelynou,
Sun Feb 16 14:24:54 +0000 2020,"RT @ReasonableVegan: Omni - Poor people can't be vegan 
Poor Vegan - yes, hi, we can. Well off people don't own the exclusivity to compassi…",7,citizenpsych,
Sun Feb 16 14:24:30 +0000 2020,#NAME?,0,DawnaMughalPhD,
Sun Feb 16 14:24:15 +0000 2020,RT @karlgroves: Lots of #a11y companies out there saying that they'll give you a free Accessibility Statement as part of buying their servi…,40,rufus_witt,a11y
Sun Feb 16 14:23:17 +0000 2020,"@argentulric But the model itself, the idea of someone making an app to access public internet content and reformat… https://t.co/LAzLHO7FXD",0,notavodkashot,
Sun Feb 16 14:23:12 +0000 2020,RT @vianerds: If your version of diversity and intersectionality doesn't include disabled people and accessibility you are part of the prob…,63,mother_fickle,
Sun Feb 16 14:21:21 +0000 2020,RT @vianerds: If your version of diversity and intersectionality doesn't include disabled people and accessibility you are part of the prob…,63,VampireAngel91,
Sun Feb 16 14:21:18 +0000 2020,"@Ravisha90280288 @RemaNagarajan No disagreement with anything you say, none. The question is what redirecting the f… https://t.co/HdsN8eXSvD",0,d_s_thakur,
Sun Feb 16 14:21:17 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,thakur311111,
Sun Feb 16 14:20:39 +0000 2020,RT @KristinSmedley: Happy #SundayMorning all! If you have 27 seconds please #vote for me in the Power Person (#influencer) of #BucksCounty…,1,Tweetinggoddess,SundayMorning vote influencer BucksCounty
Sun Feb 16 14:20:36 +0000 2020,"RT @josh_guberman: When I started my PhD, a professor told me I shouldn't do the research I went to grad school do because ""accessibility i…",14,HariSubramonyam,
Sun Feb 16 14:20:03 +0000 2020,The iPad not only has several available apps that offer great learning and intervention opportunities for your CVI… https://t.co/IAlgbcviEv,1,cviconnect,
Sun Feb 16 14:20:00 +0000 2020,@adrparsons We wouldn’t have any ‘smart’ home stuff in our house if it weren’t for E’s accessibility needs because:… https://t.co/TRpadnsjwQ,0,Subjecttopress1,
Sun Feb 16 14:19:47 +0000 2020,RT @designerdaily: Braille Lego Bricks Designed to Help Blind Children Learn https://t.co/WAP9fuO5XN #blog #inspiration #accessibility,4,postgradofadluz,blog inspiration accessibility
Sun Feb 16 14:18:22 +0000 2020,RT @Chris_Topper: I hate the accessibility social media provides. HATE IT,41,ThatMelisDee,
Sun Feb 16 14:18:16 +0000 2020,"RT @TheWriterMAB: @mssinenomine hullo, im Hard of Hearing (HoH) and talk about my experiences of being HoH, depression + anxiety amongst ot…",2,thesyc66,
Sun Feb 16 14:18:07 +0000 2020,"RT @UTSORG: Live in the present...
https://t.co/97aot2QA1a
All are welcome. Each one celebrated.
#IamUtS 🌿#disability #diversity #inclusion…",2,iblevins,IamUtS disability diversity inclusion
Sun Feb 16 14:18:01 +0000 2020,"On February 20, 2020, @EACgov will hold a 2020 Elections Disability, Accessibility and Security Forum. This is a fr… https://t.co/caRSqvct7I",0,EACgov,
Sun Feb 16 14:17:59 +0000 2020,RT @ChristineLocher: Love it how everyone piped in here with so much useful info and resources —- love this twitter community 💐❤️🔥🙏🏼 On #ac…,4,papapfisk,
Sun Feb 16 14:17:52 +0000 2020,RT @Chris_Topper: I hate the accessibility social media provides. HATE IT,41,ITMIGHTBEBELLA,
Sun Feb 16 14:17:40 +0000 2020,@Murphy41835111 @BlondeHistorian Except that only 17% of disabled people are born with thier disability - and given… https://t.co/dL9s1TzI3f,0,nicolane,
Sun Feb 16 14:17:40 +0000 2020,RT @sesmith: So apparently we have to go through this every few months now: It is absolutely not acceptable to use disabled people and acce…,62,naogannet,
Sun Feb 16 14:17:38 +0000 2020,"RT @UTSORG: Live in the present...
https://t.co/97aot2QA1a
All are welcome. Each one celebrated.
#IamUtS 🌿#disability #diversity #inclusion…",2,SamCast_UtS,IamUtS disability diversity inclusion
Sun Feb 16 14:17:24 +0000 2020,"@Michael98283194 @DEnvy660 @WolcenGame Yeah, i haven't experienced any of these either. I don't doubt there are iss… https://t.co/Ldavj4WmX3",0,Archemer22,
Sun Feb 16 14:17:12 +0000 2020,"Live in the present...
https://t.co/97aot2QA1a
All are welcome. Each one celebrated.
#IamUtS 🌿#disability… https://t.co/zPHSzhrjKE",2,UTSORG,IamUtS disability
Sun Feb 16 14:15:26 +0000 2020,@DarthChillash @revbeotch a kid wouldn’t know where to start with all the logic etc imo😂. I think it’s very much ai… https://t.co/X4wGGPU4ZE,0,Chelseapaul23,
Sun Feb 16 14:14:53 +0000 2020,Putting the finishing touches on my [first-ever] presentation for undergraduate students at @universityofky. This T… https://t.co/X154VzkxND,0,databiscuits,
Sun Feb 16 14:13:30 +0000 2020,RT @mage0r: @jonoxer @parisba A mention that you can help support @jonoxer's work on accessibility and home assistant stuff at https://t.co…,9,johnmark,
Sun Feb 16 14:12:57 +0000 2020,"RT @OneNorth: Web accessibility provides a better, more inclusive experience for ALL of your users. We’re setting the record straight and d…",3,HenneGeek,
Sun Feb 16 14:12:41 +0000 2020,RT @Jisc: By 2025 the design of assessments will have moved to an accessibility-first principle that allows the same assessment to be deliv…,16,samclarkson2020,
Sun Feb 16 14:12:06 +0000 2020,RT @Chris_Topper: I hate the accessibility social media provides. HATE IT,41,Jennieebabie,
Sun Feb 16 14:11:25 +0000 2020,"@BlondeHistorian @redwritergirl59 WOW, just wow. I am speechless about all of this (sorry yes I live in the U.S.) w… https://t.co/L7RmQedSqn",0,keesaroo,
Sun Feb 16 14:10:30 +0000 2020,@slicedoff @JensLilCorner @ShadowC5 @SwipeWright It kind of (it's actually more complicated of course) stems from e… https://t.co/gXsJKCEy1r,0,benmcginnes,
Sun Feb 16 14:10:13 +0000 2020,"RT @evelyn_sallow: Day 2 of #100DaysOfCode challenge!

I've done the ""Applied accessibility"" course on @freeCodeCamp: https://t.co/nn5D43ad…",14,codedailybot,100DaysOfCode
Sun Feb 16 14:10:10 +0000 2020,"Ari Seirlis, CEO of the QuadPara Association of South Africa (QASA), recently visited two hotels under the Sun Inte… https://t.co/sat94EKs1B",0,RollingMag,
Sun Feb 16 14:09:30 +0000 2020,"RT @schestowitz: #UBank has put its code, for #accessibility , in a #proprietarysoftware trap and then it calls this ""open"".
#github is not…",3,mayur_shingote,UBank accessibility proprietarysoftware github
Sun Feb 16 14:09:13 +0000 2020,"RT @techsocialnet: https://t.co/PmCi9dcxrW

Check out the article on Web Accessibility - Its made me think in a different perspective.

 #w…",1,techsocialnet,
Sun Feb 16 14:09:00 +0000 2020,RT @Resources_SMB: Why SMBs Need to Get Serious About Digital Accessibility in 2020 #smallbusinesstips https://t.co/1mCVMzI2b2,1,Resources_SMB,smallbusinesstips
Sun Feb 16 14:08:14 +0000 2020,"RT @evelyn_sallow: Day 2 of #100DaysOfCode challenge!

I've done the ""Applied accessibility"" course on @freeCodeCamp: https://t.co/nn5D43ad…",14,mayur_shingote,100DaysOfCode
Sun Feb 16 14:05:57 +0000 2020,"Dear @USTreasury: The FBAR online filing system still has some pretty serious usability problems, along with a few… https://t.co/bdx6MoVdXb",0,ebuie,
Sun Feb 16 14:05:43 +0000 2020,"RT @schestowitz: #UBank has put its code, for #accessibility , in a #proprietarysoftware trap and then it calls this ""open"".
#github is not…",3,jhamby,UBank accessibility proprietarysoftware github
Sun Feb 16 14:05:09 +0000 2020,In this #Blog Jon Gooday shares his insights on what makes a quality #Accessibility audit. https://t.co/nHNe6tlWCr… https://t.co/M7NGeIAYMQ,0,HassellInc,Blog Accessibility
Sun Feb 16 14:05:00 +0000 2020,"RT @squadronuk: #TTRPGThoughts 120 L) The problem with Warhorn is because it’s so open in its accessibility, its vulnerable to “gaming”. Fo…",1,theGROGNARDfile,TTRPGThoughts
Sun Feb 16 14:04:31 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,AndiParkinson,
Sun Feb 16 14:04:21 +0000 2020,"@MarkProvanP @damedithe1st @PLACEEdinburgh @Edinburgh_CC No ot does not, read what @damedithe1st has written.… https://t.co/8FCU6nZYBE",0,LRichieScott,
Sun Feb 16 14:04:19 +0000 2020,"#UBank has put its code, for #accessibility , in a #proprietarysoftware trap and then it calls this ""open"".
#github… https://t.co/zTglbgThIL",3,schestowitz,UBank accessibility proprietarysoftware github
Sun Feb 16 14:03:29 +0000 2020,@babsmc @shawnmicallef @TorontoStar in a world where the average person doesn't carry cash anymore and the most vul… https://t.co/3tJK71CDUD,0,charletariat,
Sun Feb 16 14:03:00 +0000 2020,Get the benefits of dictation in your quick access menu /by @DanielGlenn  #RE365 https://t.co/M45t5p41Fr… https://t.co/OU6gUaudyg,0,_rebeccajackson,RE365
Sun Feb 16 14:02:26 +0000 2020,@SexInTheSiddy I think that’s the one thing that I’m afraid of when it comes to leaving NY. The accessibility to au… https://t.co/Q4DDJ23ICc,0,KinggTijani___,
Sun Feb 16 14:01:31 +0000 2020,"RT @evelyn_sallow: Day 2 of #100DaysOfCode challenge!

I've done the ""Applied accessibility"" course on @freeCodeCamp: https://t.co/nn5D43ad…",14,Ahmedsa49988150,100DaysOfCode
Sun Feb 16 14:01:09 +0000 2020,"RT @BikePGH: “In order to better address race and income-based inequities in health, transportation, community engagement, and the culture…",2,Tereneh152XX,
Sun Feb 16 14:01:04 +0000 2020,so there's literally 0 accessibility seats left for superm what it do baby,0,moonfiIters,
Sun Feb 16 14:00:49 +0000 2020,New government programs hope to solve retirement savings plans accessibility issues affecting nearly 55 million Ame… https://t.co/ch1gNsCbSa,0,AgencySiver,
Sun Feb 16 14:00:31 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,GeetaTh43035265,
Sun Feb 16 14:00:24 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,Jaya_STPIBLR,
Sun Feb 16 14:00:19 +0000 2020,"So I'm browsing around and suddenly my whole screen is moving with my mouse, but I had accessibility disabled. I fi… https://t.co/ii16Wd5PFe",0,MikeFrett,
Sun Feb 16 13:59:11 +0000 2020,"The files actually are in the computer but seriously, for backup purposes and better accessibility, put them in… https://t.co/SZIxo07c13",0,DCMTechnologies,
Sun Feb 16 13:58:13 +0000 2020,"RT @ChrisPennick1: Why is #ElizabethWarren my candidate? Dedication, for one. Her willingness to meet with the press, at least once a day,…",9,RurouniItachi,ElizabethWarren
Sun Feb 16 13:58:13 +0000 2020,RT @F_AISR: Largest delegation of climbers with disabilities conquered Mount Kilimanjaro on 2/9/2020 at 8:32AM. Instagram: F.AISR @paratrek…,1,illwalk,
Sun Feb 16 13:57:54 +0000 2020,Using the very impressive @MicrosoftEDU Seeing AI directly in Twitter. #accessibility #seeingAI #edtech accessibili… https://t.co/xP1wQKoqdQ,0,PhilEdTech,accessibility seeingAI edtech
Sun Feb 16 13:57:13 +0000 2020,A few photos from our team who are in #Glasgow to deliver training this week. What a stunning city and the… https://t.co/bOcnlN1QnN,0,Enhancetheuk,Glasgow
Sun Feb 16 13:56:34 +0000 2020,Misinformation is also spread by giving bigots larger platforms and accessibility. Ted Cruz is an unrepentant Trump… https://t.co/QUY5U6FjJ8,0,CocoaMochaCrml,
Sun Feb 16 13:54:40 +0000 2020,RT @superblindman: Hey #Dreams PS4 community. I am a totally blind gamer and accessibility consultant looking to do an external colaboratio…,48,martin_lynagh,Dreams
Sun Feb 16 13:54:35 +0000 2020,RT @A11yAdvice: Add a link at the top of the page to allow people using a keyboard and/or a screen reader to skip over common elements on e…,5,redcrew,
Sun Feb 16 13:53:57 +0000 2020,"RT @charliemuss: Over 40% of pedestrian fatalities are those aged over 70 years (they make up around 12% of the population, and account for…",1,sinclairda,
Sun Feb 16 13:53:39 +0000 2020,"RT @PAHS_UHI: Over at PAHS, we're entering day 2 of #SSASC2020! Today's opening speaker, @CaraJones82, just delivered an insightful lecture…",3,archaeCORRIEgy,SSASC2020
Sun Feb 16 13:52:51 +0000 2020,RT @LM_Campbell: @SJC_fishy @biolumiJEFFence @EvolOdonata @AcademicFrauds1 Would have loved to participate in that workshop -- have lots of…,1,biolumiJEFFence,
Sun Feb 16 13:52:25 +0000 2020,"@Sou_HotWhopper Accessibility of healthcare, including cost, might deter people from seeking help. I wonder about t… https://t.co/RIYi4d6UuS",0,LizDolphinfluff,
Sun Feb 16 13:52:13 +0000 2020,"RT @thulasindi: The small towns have regressed terribly, don't even go there. Nothing has been re engineered to improve our lives or how we…",22,SbuMpungose,
Sun Feb 16 13:52:03 +0000 2020,RT @AppleVis: ICYMI this old AppleVis blog has recently been revived: App Accessibility in The Media: Dispelling Some Misconceptions https:…,2,LukasJakDal,
Sun Feb 16 13:51:04 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,alamakhtar2,
Sun Feb 16 13:49:46 +0000 2020,@SJC_fishy @biolumiJEFFence @EvolOdonata @AcademicFrauds1 Would have loved to participate in that workshop -- have… https://t.co/R4IrCsWn1Q,1,LM_Campbell,
Sun Feb 16 13:49:23 +0000 2020,RT @friendshipbench: Making sure people can find us when they need us. #Visibility #Accessibility #Equity https://t.co/tNPPbSYm6M,4,predube,Visibility Accessibility Equity
Sun Feb 16 13:47:10 +0000 2020,RT @AppleVis: ICYMI this old AppleVis blog has recently been revived: App Accessibility in The Media: Dispelling Some Misconceptions https:…,2,MobileA11y,
Sun Feb 16 13:45:24 +0000 2020,RT @WJGreenleaf: Our paper using single molecule sequencing to map long range chromatin accessibility is out in Nature Methods! Congrats to…,59,Thehumbleartis1,
Sun Feb 16 13:44:40 +0000 2020,RT @HamOnWheels: Here is what disabled students regularly deal with. There are so many other accessibility issues that aren’t easily summed…,1356,VeniVidiVicki,
Sun Feb 16 13:43:50 +0000 2020,"@boniver This relative lyrical accessibility played a big role in making “For Emma, Forever Ago” a surprising comme… https://t.co/NFriN9Or6H",0,MusicIrrelevant,
Sun Feb 16 13:41:28 +0000 2020,"See also: disabled people fighting for their rights to accessibility accommodations.

My husband is horrified that… https://t.co/GmmB025vLt",1,alittleotmark,
Sun Feb 16 13:39:12 +0000 2020,"RT @_ciar4n: As requested, https://t.co/jelUe1B84s now allows you to sort #joomla templates by accessibility, performance and release date…",3,szoupi,joomla
Sun Feb 16 13:38:50 +0000 2020,"#TTRPGThoughts 120 L) The problem with Warhorn is because it’s so open in its accessibility, its vulnerable to “gam… https://t.co/VZt9DKt0nd",1,squadronuk,TTRPGThoughts
Sun Feb 16 13:38:35 +0000 2020,"RT @ieee_tamu: TAMUmake is off to a great start!  With just under 12 hours left, we've already seen some creative designs focusing on the e…",3,Carsten_Roth_,
Sun Feb 16 13:37:43 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,fabylousfaby,
Sun Feb 16 13:36:53 +0000 2020,"RT @Talen_Lee: Oh hey, so Ikea's naming convention is a dyslexia accessibility tool, and it wound up becoming a part of their branding that…",26,Arazyr,
Sun Feb 16 13:36:37 +0000 2020,"One of the first, modern typewriter was built by Italian Agostino Fantoni, in 1802, to help is blind sister in 'wri… https://t.co/t9titkfCrG",0,nicolocarp,
Sun Feb 16 13:36:25 +0000 2020,RT @Chris_Topper: I hate the accessibility social media provides. HATE IT,41,busola_xo,
Sun Feb 16 13:35:06 +0000 2020,Interview With Steve the Accessibility Wizard https://t.co/QPKVaJYMcJ,0,PayOwn,
Sun Feb 16 13:34:51 +0000 2020,RT @randyboyd: Appreciative of all who attended the State of the University. I’m excited about this next decade. It WILL be the greatest de…,6,BlakeRoller,
Sun Feb 16 13:33:09 +0000 2020,"Make a simple musical instrument 💜

Type: Recreational 🚤

Participants: 1

Accessibility: 0.25/1 (zero being the mo… https://t.co/S43k47yq45",0,TheBetterBot,
Sun Feb 16 13:32:29 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,catheri82106796,
Sun Feb 16 13:31:36 +0000 2020,"-I asked an artistic director of a Scottish theatre what he would do to improve accessibility to opportunities, for… https://t.co/Zs3HVpY9L6",0,bea_p_webster,
Sun Feb 16 13:31:12 +0000 2020,RT @RandaPerkinsMD: Short answer: Diversify your data portfolio “Hospital adoption of multiple health information exchange approaches and i…,0,jessiet1023,
Sun Feb 16 13:30:47 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,MomentumCV,
Sun Feb 16 13:30:21 +0000 2020,RT @LeonardCheshire: Check out @myblurredworld blog about how ‘accessible fashion’ should be applied to the entire shopping experience and…,5,myblurredworld,
Sun Feb 16 13:30:03 +0000 2020,#Dorset attractions aim to be more accessible to #deaf people but what about captioning for the deaf majority who d… https://t.co/cx97WlNk1p,0,121captions,Dorset deaf
Sun Feb 16 13:28:11 +0000 2020,"😭😭😊🥰

I think I've said this before, but accessibility is going to/needs to be the next big step gaming companies t… https://t.co/Eiv4nfv1Sg",0,TD_Kyle,
Sun Feb 16 13:28:02 +0000 2020,Check out @myblurredworld blog about how ‘accessible fashion’ should be applied to the entire shopping experience a… https://t.co/XPG2913PSq,5,LeonardCheshire,
Sun Feb 16 13:27:19 +0000 2020,"The connections, the knowledge, the accessibility, everything the internet provides us with is incredible.

I’m so… https://t.co/hWVS5cQSPN",0,tyler_egan2,
Sun Feb 16 13:27:16 +0000 2020,Universal design (like this automatic door) is to benefit everyone. Adding a sign like this is an example of ableis… https://t.co/gF4pTpJZa6,0,DrHaynesSmith,
Sun Feb 16 13:26:51 +0000 2020,@mckaywrigley @jorgealvite @rabois @mwseibel “kids under the age of eight average two hours &amp; 19 minutes a day on s… https://t.co/NvAtkG92Cj,0,sarthakgh,
Sun Feb 16 13:26:15 +0000 2020,"RT @PAHS_UHI: Over at PAHS, we're entering day 2 of #SSASC2020! Today's opening speaker, @CaraJones82, just delivered an insightful lecture…",3,CaraJones82,SSASC2020
Sun Feb 16 13:26:07 +0000 2020,@lilylilliput @PLACEEdinburgh These events come nowhere near being within the legal policy for Equalities Act for a… https://t.co/HOW2Q7S5ui,0,Airisaiia,
Sun Feb 16 13:25:24 +0000 2020,@Brahmeme @hellonehha @DelhiPolice What?! You support the extra judicial force on students? Even if they are rioter… https://t.co/nTYYyS0j8Y,0,andrewvijay,
Sun Feb 16 13:23:51 +0000 2020,"Over at PAHS, we're entering day 2 of #SSASC2020! Today's opening speaker, @CaraJones82, just delivered an insightf… https://t.co/gM42cljaCb",3,PAHS_UHI,SSASC2020
Sun Feb 16 13:23:35 +0000 2020,"RT @CyclopediaBrain: #GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exodus…",8,ABrown35,GameDev
Sun Feb 16 13:23:16 +0000 2020,"RT @OfficeInsider: “No one should have to ask for access, it should just be there,” says Marlee Matlin (A Talk at Microsoft, 2016). We agre…",10,arabiandouble88,
Sun Feb 16 13:22:17 +0000 2020,To all fellow #TwitterSmarter friends - and those on #DataEveryone chat - could you help out by voting for this ama… https://t.co/dG1fU0tIT5,0,GailNow,TwitterSmarter DataEveryone
Sun Feb 16 13:22:08 +0000 2020,RT @hotpinksun: How dare you fail to acknowledge lack of accessibility on a regular basis - but instead try to weaponize a feigned concern…,101,macmillanisms,
Sun Feb 16 13:21:59 +0000 2020,"Accessibility and Walt Disney World: What Florida Visitors Should Know

https://t.co/m5Z6FK3qwD",0,usatechguide,
Sun Feb 16 13:20:09 +0000 2020,Accessibility oriented design system https://t.co/4RvfqnjUNq,0,diazserratoscar,
Sun Feb 16 13:19:02 +0000 2020,Fighting Stigma :  Administration of Total Parenteral Nutrition (TPN): Administration of Total Parenteral Nutrition… https://t.co/H6UbIPgtMa,0,PairsonnalitesA,
Sun Feb 16 13:16:16 +0000 2020,"#AccessibilityReviewOfTheDay

A 'five key' #accessibility experience from ""Deb"" in this review of Blenheim Palace,… https://t.co/M1D7sNk4qd",0,AccessAdvisr,AccessibilityReviewOfTheDay accessibility
Sun Feb 16 13:13:50 +0000 2020,"RT @DisabilityIN: One of our corporate partners has 2 jobs coming your way. @salesforce is looking for folks...
1) #Accessibility Partnersh…",5,BroadFutures,Accessibility
Sun Feb 16 13:13:32 +0000 2020,"@jhamby So I spent some time playing with doing what they’re doing but:
1) it’s C++ what did you expect
2) they hav… https://t.co/5nYTQejoy5",0,doubleyewdee,
Sun Feb 16 13:12:44 +0000 2020,@yves_desmet @AHulsbergen It sure costs less to publish than in that age. So it seems someone is making money off r… https://t.co/9yRYLiUppK,0,KoenVictor,
Sun Feb 16 13:11:54 +0000 2020,RT @hotpinksun: How dare you fail to acknowledge lack of accessibility on a regular basis - but instead try to weaponize a feigned concern…,101,chuckofthatfame,
Sun Feb 16 13:08:59 +0000 2020,RT @NeilMilliken: Another truth from @mulegirl ‘s book Conversational Design “The last thing you want to do is make your customers guess at…,5,SteveALee,
Sun Feb 16 13:04:51 +0000 2020,RT @Chris_Topper: I hate the accessibility social media provides. HATE IT,41,TheNiggaThames,
Sun Feb 16 13:04:36 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,write_lowercase,
Sun Feb 16 13:04:29 +0000 2020,"❤️ Coffee, dog, walk, Sunday and episode 228. Would prefer snow to rain, but you can't have everything 😊… https://t.co/nIfsuWjNYZ",0,uxpodcast,
Sun Feb 16 13:02:28 +0000 2020,"RT @CyclopediaBrain: #GameDev folks, if you release an accessibility-improving patch, you should be on here shouting about it. Metro Exodus…",8,GameDev_Planet,GameDev
Sun Feb 16 13:02:12 +0000 2020,RT @sesmith: So apparently we have to go through this every few months now: It is absolutely not acceptable to use disabled people and acce…,62,nonstandardrep,
Sun Feb 16 13:02:06 +0000 2020,RT @sesmith: Do not use accessibility for voter suppression. Do not use accessibility to silence protesters. Do not use accessibility to in…,29,nonstandardrep,
Sun Feb 16 13:00:44 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,tcevans87,
Sun Feb 16 13:00:43 +0000 2020,Evaluating the Accessibility of Special Education Cooperative Websites for Individuals with Disabilities https://t.co/kDVIVDRFoS,0,SpringerEdu,
Sun Feb 16 13:00:05 +0000 2020,"Accessibility tips for web developers via @ChromiumDev
#webdev

https://t.co/90LVM4gnou",0,dailynowco,webdev
Sun Feb 16 12:59:30 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,HarryPotterMAGE,
Sun Feb 16 12:57:24 +0000 2020,RT @NeilMilliken: Another truth from @mulegirl ‘s book Conversational Design “The last thing you want to do is make your customers guess at…,5,SpeechFree911,
Sun Feb 16 12:57:11 +0000 2020,RT @NeilMilliken: Another truth from @mulegirl ‘s book Conversational Design “The last thing you want to do is make your customers guess at…,5,pfanderson,
Sun Feb 16 12:55:44 +0000 2020,"RT @GHMansfield: #CripTheVote
New website helps the #deaf participate in voting process https://t.co/QwgsVpP867",20,RebelWheelsNYC,CripTheVote deaf
Sun Feb 16 12:55:06 +0000 2020,@Danny72506175 @JacobKhawe1 I actually think the ANC in Gauteng is doing brilliantly. Better than any other provinc… https://t.co/RiQkzhBm8U,0,goolammv,
Sun Feb 16 12:55:01 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,iwaslabour,
Sun Feb 16 12:54:39 +0000 2020,So we’ve got this coming up in just a couple months. Almost have the lineup buckled down. We’re trying to raise som… https://t.co/CX7AVgbibJ,0,jvanredbeard,
Sun Feb 16 12:53:24 +0000 2020,"RT @vipmumsndads: I'd love to share with you one of @vipmumsndads website members.
Here is @AccessibleHols1 helping you to find accessible…",7,RustyandBoots,
Sun Feb 16 12:52:19 +0000 2020,"As you may know, I strive to show all the accessibility settings and features a phone or service has to offer, in m… https://t.co/cjwHAJ4yxR",0,TechTalkUK1,
Sun Feb 16 12:51:20 +0000 2020,RT @hotpinksun: How dare you fail to acknowledge lack of accessibility on a regular basis - but instead try to weaponize a feigned concern…,101,Gingerheaddad,
Sun Feb 16 12:50:46 +0000 2020,RT @CanIPlayThat: Check out these accessibility improvements made in Metro Exodus! https://t.co/opS6tVlDPr,3,PVBuk,
Sun Feb 16 12:50:04 +0000 2020,"RT @ScopeBigHack: We want 2020 to be the year online #accessibility becomes a priority for businesses. 

We’re crowdsourcing the experience…",22,TC_DesignTeam,accessibility
Sun Feb 16 12:49:50 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,GlennGriffin8,
Sun Feb 16 12:49:28 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,IrishDeDe,
Sun Feb 16 12:49:12 +0000 2020,RT @primetechfin: On Microfinance: Is Blockchain Really the Best Tech to Build With?  How can microfinance systems be responsibly built for…,1,JessicaCryptoML,
Sun Feb 16 12:48:28 +0000 2020,If we are to bring some light out of this dark situation we must addressed both the impact of the media and the acc… https://t.co/zv9OAwOHhr,0,ClaireOrbit,
Sun Feb 16 12:48:22 +0000 2020,RT @Chris_Topper: I hate the accessibility social media provides. HATE IT,41,iyxk_,
Sun Feb 16 12:47:27 +0000 2020,"@Captain_Ogilvy @Tricky1414 @tfnationltd Hey Chess! Apologies, I was off twitter helping with the sales support tea… https://t.co/aKfCFTh2pe",0,BillyStripes,
Sun Feb 16 12:46:39 +0000 2020,The irony of a #murdoch site that serves BLANK pages to people who don't run #proprietarysoftware scripts talking a… https://t.co/cNQYF5muZv,0,schestowitz,murdoch proprietarysoftware
Sun Feb 16 12:45:36 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,ryamosullivan,
Sun Feb 16 12:45:34 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,PolisWoke,
Sun Feb 16 12:44:34 +0000 2020,"RT @_Ben_Franklin1: Dear @TeamCollins207 
If this was a pay-to-eat to raise funds for Collins’ campaign, then you’re misleading the public…",13,ShelbyRatifyERA,
