created_at,tweet_text,retweet_count,author,hashtags
Sun Feb 16 09:30:00 +0000 2020,"""How to do Accessibility Audit"" by @hellonehha #DEVcommunity https://t.co/OWxzJ3jQXB",0,hellonehha,DEVcommunity
Sun Feb 16 09:29:27 +0000 2020,"RT @KumariDiya: The National Consumer Helpline (NCH) is the grievance redressed mechanism of the Department of Consumer Affairs.

Use the s…",10,rathore12346,
Sun Feb 16 09:29:07 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,cryptobuddy9,
Sun Feb 16 09:28:53 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,23Daves,
Sun Feb 16 09:27:05 +0000 2020,"RT @marletds: One of the applications that at first glance looks like Tinder is, in fact, a banking Trojan that constantly requests accessi…",2,bbddpp,
Sun Feb 16 09:26:32 +0000 2020,"RT @FUNimation: @4i1ove Sub and dub are both good. Everyone has a preference. Some people even need dubs for accessibility reasons.

We can…",20,massoluk,
Sun Feb 16 09:26:12 +0000 2020,"RT @accessinclusion: Disabled access charity @EuansGuide recognises the UK’s top venues for #accessibility! 
https://t.co/GToNXiqumk",2,Pommygran8,accessibility
Sun Feb 16 09:24:56 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,Sparkyxxx,
Sun Feb 16 09:24:17 +0000 2020,"@PrettyHatMech @arusbridger A tax on broadcasters would penalise the viewer. 
Sky subs would rise, for the smaller… https://t.co/W6qDjdGmPi",0,phil_creighton,
Sun Feb 16 09:23:53 +0000 2020,"RT @backendnewsnet: One of the applications that at first glance looks like Tinder is, in fact, a banking Trojan that constantly requests a…",3,bbddpp,
Sun Feb 16 09:23:43 +0000 2020,"RT @Jisc: What you need to know about the new digital accessibility regulations from our subject specialist on assistive technology, Rohan…",4,talktelbath,
Sun Feb 16 09:23:12 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,Alan15009145,
Sun Feb 16 09:22:55 +0000 2020,Many congratulations to @chhcalling on your re-appointment as a Transport Minister from @The_C_D_G - we look forwar… https://t.co/vWqm51e3nv,0,The_C_D_G,
Sun Feb 16 09:22:49 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,reacctionary,
Sun Feb 16 09:21:57 +0000 2020,RT @RegioEvaluation: A big piece of work released today by #LindaAckerman @HugoPoelman @DijkstraLewis analysing #lowcarbon #urbantransport…,23,RomancathlicJ,LindaAckerman lowcarbon urbantransport
Sun Feb 16 09:21:43 +0000 2020,"RT @wcagtest: Wanted: accessibility tester with low vision (location is Hamburg, Germany) 
https://t.co/LieOdlcWYL",8,sprungmarkers,
Sun Feb 16 09:21:25 +0000 2020,"RT @A11yAdvice: People frequently place title attributes on links with identical values as the link text. As the link text is visible, the…",13,sprungmarkers,
Sun Feb 16 09:20:47 +0000 2020,2) Attempted to call the Box Office Hotline— the number doesn't have an operator/call queue system. Just a machine… https://t.co/6OROz6UH56,0,Asma_AJ_,
Sun Feb 16 09:20:46 +0000 2020,"RT @d_dialogues: Justice Sujata Manohar digs into the courtrooms &amp; law spaces in regards to the accessibility for women.
Looking at the leg…",11,DeepaswiK,
Sun Feb 16 09:19:41 +0000 2020,RT @mage0r: @jonoxer @parisba A mention that you can help support @jonoxer's work on accessibility and home assistant stuff at https://t.co…,9,TheRealNumber6,
Sun Feb 16 09:19:24 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,suegray834,
Sun Feb 16 09:18:46 +0000 2020,"RT @Jisc: What you need to know about the new digital accessibility regulations from our subject specialist on assistive technology, Rohan…",4,marie_s,
Sun Feb 16 09:18:35 +0000 2020,"We’re updating the council’s visual identity, placing #accessibility at the heart of everything we do. Here’s a pre… https://t.co/acMF9Q5Rhk",1,TC_DesignTeam,accessibility
Sun Feb 16 09:18:13 +0000 2020,"RT @backendnewsnet: One of the applications that at first glance looks like Tinder is, in fact, a banking Trojan that constantly requests a…",3,mig30m6,
Sun Feb 16 09:17:13 +0000 2020,RT @_inside: New “head pointer” accessibility feature in 10.15.4. Control the cursor with head movements. https://t.co/VJuZ2JR503,364,iamsam174,
Sun Feb 16 09:16:22 +0000 2020,"RT @backendnewsnet: One of the applications that at first glance looks like Tinder is, in fact, a banking Trojan that constantly requests a…",3,cybersec_feeds,
Sun Feb 16 09:15:52 +0000 2020,"RT @ted_harsh: Heartbreaking... this is a problem across HE... but that’s no excuse. 

It’s been raised with @UniOfHull for decades, it’s s…",14,Indyvale,
Sun Feb 16 09:13:52 +0000 2020,Useful Article and has link to https://t.co/mojVkAver9 https://t.co/JE3KcF6448,0,Dunc76,
Sun Feb 16 09:13:20 +0000 2020,"RT @marletds: One of the applications that at first glance looks like Tinder is, in fact, a banking Trojan that constantly requests accessi…",2,cybersec_feeds,
Sun Feb 16 09:12:27 +0000 2020,"@GeoffWilkinson No idea how this will pan out, I hate the lack of transparency &amp; accessibility. My suspicion is it… https://t.co/8nSuLh3lLQ",0,gillkernick,
Sun Feb 16 09:10:23 +0000 2020,"RT @CASLeeds: Our next seminar will be delivered by @drkarenlucas at12pm Weds 19th Feb
'Researching the mobility and accessibility needs of…",3,DrChinebuli,
Sun Feb 16 09:09:59 +0000 2020,RT @nassersiabi: Great conference in a great location #lakecomo #accessibility #ATinclassrooms,3,messalinahooper,lakecomo accessibility ATinclassrooms
Sun Feb 16 09:08:29 +0000 2020,"RT @joeharrispark: In one tweet everything that’s wrong with our MP. Lives in Norfolk, “visits” his constituency every so often and instruc…",13,CotswoldLibDems,
Sun Feb 16 09:07:51 +0000 2020,"RT @d_dialogues: Prof. Venkat Iyer stressed on machine learning, intelligence explosion &amp; the changes on new technology such as AI. Also, i…",41,Shitu97646820,
Sun Feb 16 09:06:39 +0000 2020,"RT @DennisHrangchal: As we take reforms in law, we must look at what ails our judicial system?
It a high time we introspect into structures…",25,Shitu97646820,
Sun Feb 16 09:06:19 +0000 2020,"RT @GoogleForEdu: .@BookCreatorApp has announced 230+ accessibility updates that can help make your class accessible for all learners.
🎙 Di…",91,MetteHardis,
Sun Feb 16 09:05:47 +0000 2020,"RT @d_dialogues: Justice Sujata Manohar digs into the courtrooms &amp; law spaces in regards to the accessibility for women.
Looking at the leg…",11,Shitu97646820,
Sun Feb 16 09:02:36 +0000 2020,"RT @vipmumsndads: I'd love to share with you one of @vipmumsndads website members.
Here is @AccessibleHols1 helping you to find accessible…",7,lindsey508,
Sun Feb 16 09:01:59 +0000 2020,"@confused_sage @Dogg44G @stephennancarr1 @PhilipSoos Also, aged people suffer significant loneliness, particularly… https://t.co/BuetY6s87B",0,_PhilipCummins,
Sun Feb 16 09:01:16 +0000 2020,@niyab83 @KTHopkins Everyone is part of it. The whole of social media is the circus. The public’s need for celebrit… https://t.co/awR2QzWgdq,0,PaulDodds,
Sun Feb 16 09:00:40 +0000 2020,Has anyone got a fix for #android phones that automatically untick the autorotate box? I actually always want it ac… https://t.co/m5NSPYU6wY,0,Dr_BoAbrahamsen,android
Sun Feb 16 08:59:59 +0000 2020,"Disabled access charity @EuansGuide recognises the UK’s top venues for #accessibility! 
https://t.co/GToNXiqumk",2,accessinclusion,accessibility
Sun Feb 16 08:59:59 +0000 2020,"The Importance of Accessibility in a Commercial Space #CRE #TenantTips 
https://t.co/d6x08uNARu",0,REoptimizer,CRE TenantTips
Sun Feb 16 08:59:58 +0000 2020,"ℹ️ Accessibility on older Northern trains in 2020 ℹ️ 

We are currently in the process of introducing brand new &amp; r… https://t.co/bRx8iEn63e",0,northernassist,
Sun Feb 16 08:57:42 +0000 2020,"A Book Apart, Accessibility for Everyone https://t.co/nTWctoKm1O",0,andyfield,
Sun Feb 16 08:56:48 +0000 2020,I'll never stop fighting for accessibility. Something doesn't need to directly effect you for you to care either.,0,maydelynnj,
Sun Feb 16 08:54:59 +0000 2020,"RT @ianhamilton_: Hey hive mind, playing #BleedingEdgeBeta and have thoughts about accessibility? If so I'd love to hear about anything tha…",7,bradgallaway,BleedingEdgeBeta
Sun Feb 16 08:53:48 +0000 2020,RT @CSoukupCSD: New website helps the deaf participate in voting process | TheHill ⁦@SignVote⁩ ⁦@ThisIsCSD⁩  https://t.co/bmkh4kwKx4,4,WildRumpusing,
Sun Feb 16 08:52:42 +0000 2020,RT @hopensalvation_: There is no place for such #injustice and #exclusion. Let’s all add our voices to advocating for #equalrights and #acc…,2,elikulgong,injustice exclusion equalrights
Sun Feb 16 08:52:18 +0000 2020,"RT @HeyDesigner: 💡 Let’s talk neumorphism and accessibility
🎙️ What’s next for design
🙋 Why JavaScript is eating HTML

and more links today…",8,gnppro,
Sun Feb 16 08:49:47 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,DejanSmrdelj,
Sun Feb 16 08:48:40 +0000 2020,"RT @MSFTIssues: Museums are improving their #accessibility with innovative #technology 

🔷 Immersive experiences 
🔷 Noise-cancelling headph…",6,Sinmantul,accessibility technology
Sun Feb 16 08:48:34 +0000 2020,"RT @sesmith: But hey, if you’re nondisabled, since you suddenly care about accessibility so much, maybe you should meet up with some disabl…",22,ShanBarnsley,
Sun Feb 16 08:47:19 +0000 2020,RT @sesmith: Do not use accessibility for voter suppression. Do not use accessibility to silence protesters. Do not use accessibility to in…,29,BFSCR,
Sun Feb 16 08:46:38 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,MarcoNoviello83,
Sun Feb 16 08:44:38 +0000 2020,"RT @hyperhiebl: Daily reminder I'm still looking for opportunities
✏️ UI/UX Designer
💻 Can also do some light coding
🌱 Interested in access…",17,Kudusch,
Sun Feb 16 08:44:08 +0000 2020,"Like, our problem in America has never been that there aren't enough health insurance options. Every state has mult… https://t.co/Rct30ix4O7",0,thedancinpanda,
Sun Feb 16 08:44:00 +0000 2020,RT @CyclopediaBrain: Wrote a bit about #BleedingEdgeBeta and how it gets accessibility so wonderfully right and disabled representation so…,11,ActiveB1t,BleedingEdgeBeta
Sun Feb 16 08:43:55 +0000 2020,RT @libdemdaisy: Thanks to @RNIB_campaigns I now know how to label my twitter photos to improve accessibility for blind &amp; partially sighted…,39,Ginnycoop,
Sun Feb 16 08:43:03 +0000 2020,"RT @Jisc: What you need to know about the new digital accessibility regulations from our subject specialist on assistive technology, Rohan…",4,jvivancos,
Sun Feb 16 08:41:49 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,StasiuF1,
Sun Feb 16 08:40:09 +0000 2020,"@alisonkis @SeoulSchool We simply add it to our instructions, have students change the accessibility setting of the… https://t.co/WPjI3SY8qU",0,mrtongsis,
Sun Feb 16 08:39:56 +0000 2020,"RT @ANDisability: Free and worthwhile online training:

W3C Web Accessibility Initiative has released an online training course designed to…",24,full_fathom_5,
Sun Feb 16 08:39:55 +0000 2020,Having subtitles isn't just about accessibility but also convenience. Otherwise what would you do when your mom vac… https://t.co/TurVUF07hO,1,kicholiz,
Sun Feb 16 08:39:41 +0000 2020,Interesting article about the process that went into designing the current #visualidentity for RNIB sight loss char… https://t.co/d4zX4z3rVn,0,TC_DesignTeam,visualidentity
Sun Feb 16 08:39:36 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,redsarah99,
Sun Feb 16 08:38:55 +0000 2020,RT @hall_media: sometimes saving the world includes buying gifts for yourself. #a11y #stickers by @svinkle at https://t.co/UwmZ85zByl [alt]…,3,A11yLondon,a11y stickers
Sun Feb 16 08:38:53 +0000 2020,A nice collection of tools ranging from accessibility to regular expressions with a lot more in between. https://t.co/7EDzJioQ5Y,0,jchibbard,
Sun Feb 16 08:37:53 +0000 2020,"@Fortune_UCDO Exactly bro.. The hype for the wedding made me realize how If we ,the public and the corporate sector… https://t.co/NUu4GZSPbn",0,Derah_III,
Sun Feb 16 08:37:37 +0000 2020,"RT @PaulHamilton8: Teachers: Would appreciate your opinion. If you have a different idea leave in the comments. I.e accessibility, thinking…",2,tickytecky,
Sun Feb 16 08:36:48 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,levaly2,
Sun Feb 16 08:36:37 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,A_New_Politics,
Sun Feb 16 08:36:05 +0000 2020,"Teachers: Would appreciate your opinion. If you have a different idea leave in the comments. I.e accessibility, thi… https://t.co/JDzmDFe8m3",2,PaulHamilton8,
Sun Feb 16 08:36:03 +0000 2020,@railHEX I think SJ added the option to download chapters to help when you enter the great unknown lol. I drive a l… https://t.co/Q1IlXT7EM2,0,MergamerEcho,
Sun Feb 16 08:35:13 +0000 2020,"RT @webaxe: Accessibility &amp; Inclusive Design Meet Up, Mar. 18 at #SXSW https://t.co/sBbg5Ri5w5 #a11y #design #ux #web #mobile #dev",4,dan72ros,SXSW a11y design ux web mobile dev
Sun Feb 16 08:34:21 +0000 2020,.@Jisc is talking about an essential topic: #digital #accessibility. #BeInformed #InclusionForAll https://t.co/PJq7Tatz6k,0,UoB_HEFi,digital accessibility BeInformed InclusionForAll
Sun Feb 16 08:33:09 +0000 2020,"Play a game of Monopoly ❤️

Type: Social 🤗

Participants: 4

Accessibility: 0.3/1 (zero being the most accessible)… https://t.co/kIsOkwXXAa",0,TheBetterBot,
Sun Feb 16 08:32:56 +0000 2020,"RT @mssinenomine: Etymology of #NotMyAlliance hashtag: I saw Disability Alliance, a disability org in my city media uses as lazy spokespers…",9,HettiVonG,NotMyAlliance
Sun Feb 16 08:32:52 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,bushmanB25,
Sun Feb 16 08:30:09 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,RDR83,
Sun Feb 16 08:30:00 +0000 2020,RT @dev_jac: Also this article shared by @Marton_Zeisler is a good summary of the drawbacks of Neuomorphism in regards to accessibility you…,4,lim_0418,
Sun Feb 16 08:29:28 +0000 2020,"RT @josh_guberman: When I started my PhD, a professor told me I shouldn't do the research I went to grad school do because ""accessibility i…",14,LinguistVera,
Sun Feb 16 08:29:16 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,scarbro8,
Sun Feb 16 08:29:09 +0000 2020,RT @vianerds: If your version of diversity and intersectionality doesn't include disabled people and accessibility you are part of the prob…,63,FilipNest,
Sun Feb 16 08:27:27 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,superhotbitch,
Sun Feb 16 08:27:24 +0000 2020,"RT @ianhamilton_: Hey hive mind, playing #BleedingEdgeBeta and have thoughts about accessibility? If so I'd love to hear about anything tha…",7,ianhamilton_,BleedingEdgeBeta
Sun Feb 16 08:27:14 +0000 2020,"Website Accessibility: 5 Design Tips to Create a Colour-Blind Friendly Website [Infographic]
https://t.co/ROeW2cicI8",0,vikassharmatsm,
Sun Feb 16 08:25:54 +0000 2020,RT @Boringstein: literally no Presidential  candidate in the history of this country has had this level of concern for accessibility and ba…,3854,travramsey,
Sun Feb 16 08:25:07 +0000 2020,RT @MHarperCOO: It might not look much but this is the new @SheffieldHosp link bridge - now open - from the Hallamshire Hospital to Weston…,15,SthVascular,
Sun Feb 16 08:24:55 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,ElaineDyson1,
Sun Feb 16 08:23:11 +0000 2020,#NAME?,0,Aidan_Wolf,
Sun Feb 16 08:22:43 +0000 2020,RT @karlgroves: Lots of #a11y companies out there saying that they'll give you a free Accessibility Statement as part of buying their servi…,40,aldozu,a11y
Sun Feb 16 08:21:37 +0000 2020,RT @karlgroves: Lots of #a11y companies out there saying that they'll give you a free Accessibility Statement as part of buying their servi…,40,software_a11y,a11y
Sun Feb 16 08:20:17 +0000 2020,"The resurgence, in part, is because of audience accessibility to more inclusive characters, says one actor.… https://t.co/Y94goIDXAy",0,iMughalMunaf,
Sun Feb 16 08:17:37 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,SueBarnish,
Sun Feb 16 08:16:31 +0000 2020,RT Website Accessibility: 5 Design Tips to Create a Colour-Blind Friendly Website [Infographic]… https://t.co/FlWB4z5wlk,1,BigAppleMedia,
Sun Feb 16 08:15:05 +0000 2020,#NAME?,0,Christian1up,
Sun Feb 16 08:15:03 +0000 2020,"RT @mssinenomine: Etymology of #NotMyAlliance hashtag: I saw Disability Alliance, a disability org in my city media uses as lazy spokespers…",9,Jasparrows,NotMyAlliance
Sun Feb 16 08:14:07 +0000 2020,"Make your PCs and devices easier to see, hear, use, and touch with dedicated and easy to read #accessibility guides… https://t.co/ULTQaAsYdO",0,MikeHalsey,accessibility
Sun Feb 16 08:13:17 +0000 2020,https://t.co/2uVGlkbL9k performer cut off in Fox's Super Bowl broadcast https://t.co/MANbAzH3Pu #superbowlliv,0,FoesterPamela,superbowlliv
Sun Feb 16 08:13:05 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,MalleshaGC1,
Sun Feb 16 08:13:00 +0000 2020,What you need to know about the new digital accessibility regulations from our subject specialist on assistive tech… https://t.co/y23fnQpCln,4,Jisc,
Sun Feb 16 08:12:34 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,AnchalPandey7,
Sun Feb 16 08:09:38 +0000 2020,RT @mage0r: @jonoxer @parisba A mention that you can help support @jonoxer's work on accessibility and home assistant stuff at https://t.co…,9,HeartOfPluto_,
Sun Feb 16 08:07:53 +0000 2020,"RT @RichardBurgon: As nominations close I want to say a huge thank you to Labour members who voted to nominate me as Deputy Leader.

But to…",592,MellergaardAnja,
Sun Feb 16 08:06:51 +0000 2020,"I noticed this guy, Archer (@archerwashere on tiktok), working on an open source app for nonverbal communication ca… https://t.co/6vvixiyaI4",0,jaminbenco,
Sun Feb 16 08:05:40 +0000 2020,With the high accessibility people get thru messaging apps comes the blurring of boundaries. https://t.co/isiQXSdz94,0,kjtmnn,
Sun Feb 16 08:05:18 +0000 2020,"RT @Omkar_Raii: Collaboration between @IITMadras &amp; #AIIMSMangalagiri to develop affordable, high impact technological solutions in various…",264,Janakiram_STPI,AIIMSMangalagiri
Sun Feb 16 08:04:40 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,sushilsingh607,
Sun Feb 16 08:03:17 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,SmokeyEarl,
Sun Feb 16 08:03:07 +0000 2020,"""Do you have a child with learning disabilities or autism? And views on accessibility of hearing tests? If so pleas… https://t.co/sesJSjHyyw",0,Hearing4Kids,
Sun Feb 16 08:02:24 +0000 2020,"RT @TheSAOman: @celliottability #NoMoreBorders has nothing to do with international heath care accessibility, something that has literal sk…",1,DonnaReiter6,NoMoreBorders
Sun Feb 16 08:02:04 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,naveenanroopan,
Sun Feb 16 08:01:00 +0000 2020,"How to mainstreaming #accessibility in the city? get inspired by Warsaw, the Access City Award 2020 given by the Eu… https://t.co/n4EM0h48df",0,EUROCITIEStweet,accessibility
Sun Feb 16 08:00:11 +0000 2020,"Over the next few months, we’ll be introducing you to #TourismForAll’s Ambassadors, a group of passionate individua… https://t.co/wjm5nZ7Jvj",0,tourismforalluk,TourismForAll
Sun Feb 16 08:00:11 +0000 2020,The Accessible Qatar App can help the disabled community in Qatar gain instant information about the accessibility… https://t.co/2YJFC6KB7N,0,DefinitelyAble,
Sun Feb 16 07:59:55 +0000 2020,"RT @liseuse: If you work in a building that has accessibility problems (lots do), please do not assume that your Estates team don't care. W…",4,Bob_Arrow,
Sun Feb 16 07:58:57 +0000 2020,⚡️ Free WordPress Accessibility Support Forum https://t.co/odMuuebmCb,0,freakifydotcom,
Sun Feb 16 07:58:55 +0000 2020,RT @vianerds: If your version of diversity and intersectionality doesn't include disabled people and accessibility you are part of the prob…,63,DavidSchenet,
Sun Feb 16 07:57:09 +0000 2020,RT @Marton_Zeisler: Excellent article about #neumorphism and #accessibility and #design. Check out: https://t.co/5SDwdToq0o,1,XCODES28,neumorphism accessibility design
Sun Feb 16 07:56:15 +0000 2020,RT @vianerds: If your version of diversity and intersectionality doesn't include disabled people and accessibility you are part of the prob…,63,kirabug,
Sun Feb 16 07:55:12 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,RajivMunshi,
Sun Feb 16 07:54:18 +0000 2020,RT @mage0r: @jonoxer @parisba A mention that you can help support @jonoxer's work on accessibility and home assistant stuff at https://t.co…,9,realmonkeyiq,
Sun Feb 16 07:53:38 +0000 2020,"RT @seojyans: the most content creators ask for in exchange for hours upon hours of research, worldbuilding, actual writing is respect. don…",15,lunitasdior,
Sun Feb 16 07:52:58 +0000 2020,"@AKBroadcasters It’s great that you are testing the Amber Alert system, but I REALLY hope you have some way to let… https://t.co/bPiCNHbyoK",0,HeidiNAlaska,
Sun Feb 16 07:51:07 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,laxman_xy,
Sun Feb 16 07:50:04 +0000 2020,RT @Omkar_Raii: The repurposing of existing drugs to treat new diseases by researchers from the School of Medical Science and Technology at…,160,Janakiram_STPI,
Sun Feb 16 07:50:04 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,particlethistle,
Sun Feb 16 07:49:27 +0000 2020,First day back to work tomorrow. I'm excited to see my friends and do cool mahi. Not excited for the new microaggre… https://t.co/3Apaf8FuTO,0,Serena_Lal,
Sun Feb 16 07:48:10 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Nevfountain,
Sun Feb 16 07:47:33 +0000 2020,"RT @CdnChildProtect: The @nytimes told some horrific truths about the accessibility of child sexual abuse material online.
We’re asking the…",244,2bornot16762181,
Sun Feb 16 07:47:29 +0000 2020,RT @HamOnWheels: Here is what disabled students regularly deal with. There are so many other accessibility issues that aren’t easily summed…,1356,nahfo0l,
Sun Feb 16 07:47:24 +0000 2020,RT @superblindman: Hey #Dreams PS4 community. I am a totally blind gamer and accessibility consultant looking to do an external colaboratio…,48,SteveVanEekeren,Dreams
Sun Feb 16 07:44:34 +0000 2020,"RT @CdnChildProtect: The @nytimes told some horrific truths about the accessibility of child sexual abuse material online.
We’re asking the…",244,ForsbergPam,
Sun Feb 16 07:44:24 +0000 2020,RT @superblindman: Hey #Dreams PS4 community. I am a totally blind gamer and accessibility consultant looking to do an external colaboratio…,48,Radical_Em,Dreams
Sun Feb 16 07:44:07 +0000 2020,RT @mage0r: @jonoxer @parisba A mention that you can help support @jonoxer's work on accessibility and home assistant stuff at https://t.co…,9,parisba,
Sun Feb 16 07:43:09 +0000 2020,"RT @seojyans: the most content creators ask for in exchange for hours upon hours of research, worldbuilding, actual writing is respect. don…",15,culthuangs,
Sun Feb 16 07:41:45 +0000 2020,"RT @abdullah_0mar: In last 6 years, PM Modi visited his constituency almost 10 times.

Every BJP MP/MLA must learn from PM Modi: the art of…",28,Shri_Jita,
Sun Feb 16 07:41:42 +0000 2020,RT @kristenmariee_: “Let’s talk Neumorphism and Accessibility” https://t.co/63jpSYYeub @Medium #UX,1,phe,UX
Sun Feb 16 07:41:15 +0000 2020,RT @dequesystems: Let's talk Neumorphism and #a11y: https://t.co/7hCAHSZyv9,13,ennzhed,a11y
Sun Feb 16 07:40:17 +0000 2020,"RT @johncutlefish: should programmers learn how to do usability testing, competitive analysis, business model design, accessibility studies…",13,brockatkinson,
Sun Feb 16 07:39:01 +0000 2020,RT @mtholfsen: Looking for the languages that Office Lens supports w/ optical character recognition (OCR)? Check out the list below 👇  All…,18,ScalarHumanity,
Sun Feb 16 07:39:00 +0000 2020,RT @SmallBiz_Help: Why SMBs Need to Get Serious About Digital Accessibility in 2020 #businesstips https://t.co/RNWbh1WiOJ,1,SmallBiz_Help,businesstips
Sun Feb 16 07:39:00 +0000 2020,Building an inclusive experience: Why accessibility matters - Intuit Developer Community Blog https://t.co/11dXibTs3P,0,adamandfairhead,
Sun Feb 16 07:38:41 +0000 2020,"RT @josh_guberman: When I started my PhD, a professor told me I shouldn't do the research I went to grad school do because ""accessibility i…",14,dangela_pr,
Sun Feb 16 07:38:26 +0000 2020,"RT @tron_squad: How Blockchain And Cryptocurrencies Can Reduce Corruption 👍👍
# Fast And Easy Traceability
# Easily Accessibility of Informa…",60,KevinStKHill1,
Sun Feb 16 07:36:31 +0000 2020,RT @mtholfsen: Looking for the languages that Office Lens supports w/ optical character recognition (OCR)? Check out the list below 👇  All…,18,tomas_milicka,
Sun Feb 16 07:36:21 +0000 2020,#NAME?,0,dissonant7th,
Sun Feb 16 07:36:01 +0000 2020,6 Ways #WebAccessibility Can Boost Sales ♿ 💷 https://t.co/e3A89Wl3jM via @seoforu https://t.co/l2m5LWlpZf,0,ChloeDurrant_,WebAccessibility
Sun Feb 16 07:35:07 +0000 2020,RT @mage0r: @jonoxer @parisba A mention that you can help support @jonoxer's work on accessibility and home assistant stuff at https://t.co…,9,crennsmind,
Sun Feb 16 07:34:09 +0000 2020,"@LucyThomasson1 Good morning Lucy, for information on booking special assistance please take a look at our website… https://t.co/fqMphLNpQb",0,HeathrowAirport,
Sun Feb 16 07:33:59 +0000 2020,RT @sesmith: So apparently we have to go through this every few months now: It is absolutely not acceptable to use disabled people and acce…,62,Azza_Alt,
Sun Feb 16 07:33:22 +0000 2020,RT @SarahJamieLewis: A sound and secure e-voting system would accelerate democratic consensus beyond anything we've seen before - even mini…,3,ikubjas,
Sun Feb 16 07:33:09 +0000 2020,"Rearrange and organize your room 💜

Type: Relaxation 🧘

Participants: 1

Accessibility: 0.15/1 (zero being the most… https://t.co/suFy5OizB0",0,TheBetterBot,
Sun Feb 16 07:30:07 +0000 2020,"KK Shailaja, the Kerala State Minister for Social Welfare has said that 28 buildings in the state capital Thiruvana… https://t.co/LEDOlk6W6O",0,NewzHook,
Sun Feb 16 07:29:02 +0000 2020,Specialty in architectural design and drafting. With minor studies in interior design as well an emphasis in access… https://t.co/FE2I7FP3cA,0,DiscountedProd1,
Sun Feb 16 07:29:01 +0000 2020,RT @victoriabyard: Jesus Christ. A century of British public service broadcasting demolished to satisfy the egotism and rapacity of an amor…,51,Rustmonster,
Sun Feb 16 07:28:36 +0000 2020,RT @KarLeia: @dacy_alex Mental health and addiction support are forms of accessibility.,17,SimbaIsJewish,
